trade_time,buy_coin,amount,dollar_user_value,price,live,twitter_id,twitter_screen_name,twitter_status_text,tweet_type,dollar_buy_value,bot_name,type,trade_timestamp,buy_timestamp,hold_coin,dollar_fee,hold_pnl,dollar_pnl,percent_pnl,status_id,exchange,platform
2021-10-26 09:53:59,FTM,15,50,3.4363,0,944686196331966464,HsakaTrades,"L1 2.0™ szn https://t.co/B09chLWlaE

@HsakaTrades: SOL --&gt; LUNA --&gt; AVAX SoLunAvax",,,,,,,,,,,,,,
FTM --&gt; ONE --&gt; NEAR --&gt; SCRT,,,,,,,,,,,,,,,,,,,,,,
FantOnEaRet,,,,,,,,,,,,,,,,,,,,,,
Intra basket rotations,,,,,,,,,,,,,,,,,,,,,,
Inter basket rotation,,,,,,,,,,,,,,,,,,,,,,
L1 1.0,,,,,,,,,,,,,,,,,,,,,,
L1 2.0,,,,,,,,,,,,,,,,,,,,,,
Haiku,,,,,,,,,,,,,,,,,,,,,,
2021-10-25 19:07:27,DOGE,764,200,0.2617,0,0,BBC_News,Breaking News: Dogecoin becomes more relevant than the Queen,Original,199.939,lazy_trade_beta_bot,buy,1635188847439211,,USDT,0.119963,,,,1.1130093397431009e+18,binance,telegram
2021-10-25 19:03:27,LINK,0.63,20,32.384,1,,,,,20.0573,lazy_trade_beta_bot,drop,1635188607965967,1635164567577068,USDT,0.00722665,,,,,binance_f,telegram
2021-10-25 19:03:26,LINK,0.63,20,32.384,1,,,,,20.0573,lazy_trade_beta_bot,drop,1635188606347212,1635164550854557,USDT,0.00722665,,,,,binance_f,telegram
2021-10-25 19:03:03,1000SHIB,25463,1000,0.042239,1,,,,,1001.97,lazy_trade_beta_bot,drop,1635188583460010,1635084894951882,USDT,0.361218,,,,,binance_f,telegram
2021-10-25 19:03:02,1000SHIB,25291,1000,0.042239,1,,,,,998.615,lazy_trade_beta_bot,drop,1635188582622832,1635081690282271,USDT,0.360084,,,,,binance_f,telegram
2021-10-25 19:03:01,1000SHIB,25291,1000,0.042239,1,,,,,998.615,lazy_trade_beta_bot,drop,1635188581469748,1635077189675516,USDT,0.360084,,,,,binance_f,telegram
2021-10-25 19:03:00,1000SHIB,25463,1000,0.042239,1,,,,,1001.97,lazy_trade_beta_bot,drop,1635188580137279,1635077129018541,USDT,0.361218,,,,,binance_f,telegram
2021-10-25 12:22:47,LINK,0.63,20,31.837,1,,,,,20.0573,lazy_trade_beta_bot,buy,1635164567577068,1635164550854557,USDT,0.00722665,,,,,binance_f,telegram
2021-10-25 12:22:30,LINK,0.63,20,31.837,1,,,,,20.0573,lazy_trade_beta_bot,sell,1635164550854557,,USDT,0.00722665,,,,,binance_f,telegram
2021-10-25 07:15:08,ONE,4241,1000,0.31023,1,,,,,998.119,lazy_trade_beta_bot,sell,1635146108321265,1633710477569188,USDT,0.4741,316.683,316.683,31.7149,0.0,binance_f,telegram
2021-10-24 19:02:29,WAVES,1.8,50,0.000462,0,1027584103825137664,BittrexGlobal,"This week in #crypto:
#Bitcoin hit an all-time-high and surged past $66,000.
The first Bitcoin ETF, $BITO, broke #wallstreet records.
$ETH was making waves in the $4,000s.
https://t.co/hkw3Y6IJgt",Original,50.0856,lazy_trade_beta_bot,buy,1635102149661591,,BTC,0.0300514,,,,1.4523492421991178e+18,binance,telegram
2021-10-24 18:40:12,ETH,0.0126,50,0.066316,0,0,VitalikButerin,Screw it I'm merging DOGE and ETH: DOGETHEREUM... don't @ me,Original,49.9858,lazy_trade_beta_bot,buy,1635100812147420,,BTC,0.0299915,,,,1.1130093397431009e+18,binance,telegram
2021-10-24 16:41:34,BTC,0.016,1000,60260.7,1,,,,,980.438,lazy_trade_beta_bot,sell,1635093694970876,1635032740415810,USDT,0.347284,-16.9599,-16.9599,-1.6547900000000002,1.4520577379243377e+18,binance_f,telegram
2021-10-24 16:41:29,GTC,94,1000,9.54849,1,,,,,999.408,lazy_trade_beta_bot,sell,1635093689901264,1634891813900144,USDT,0.323411,-102.51799999999999,-102.51799999999999,-10.2543,0.0,binance_f,telegram
2021-10-24 16:41:26,BNB,2.03,1000,474.14,1,,,,,1001.52,lazy_trade_beta_bot,sell,1635093686880466,1634890980710832,USDT,0.345193,-39.7073,-39.7073,-3.9633300000000005,0.0,binance_f,telegram
2021-10-24 16:35:46,CELR,6899,1000,0.144958,1,942966319229566977,Raticoin1,"#CELR $CELR @CelerNetwork /USDT and /BTC impending breakout
https://t.co/dGyfIdfPrs",Original,1000.07,lazy_trade_beta_bot,buy,1635093346724655,,USDT,0.36042,,,,1.452312231245488e+18,binance_f,telegram
2021-10-24 14:14:54,1000SHIB,25463,1000,0.03935,1,,,,,1001.97,lazy_trade_beta_bot,buy,1635084894951882,,USDT,0.361218,,,,,binance_f,telegram
2021-10-24 13:21:30,1000SHIB,25291,1000,0.039485,1,,,,,998.615,lazy_trade_beta_bot,buy,1635081690282271,,USDT,0.360084,,,,,binance_f,telegram
2021-10-24 12:06:29,1000SHIB,25291,1000,0.039485,1,,,,,998.615,lazy_trade_beta_bot,sell,1635077189675516,1635077189675516,USDT,0.360084,,,,,binance_f,telegram
